197;0.114;191;0;220;0;110;0;202;0;116;0.006;246;0;157;0;233;0;288;0.294;117;0;172;0.115;127;0;115;0.083;240;0.006;78;0;128;0.006;216;0;229;0;84;0.127;284;0.032;112;0.006;145;0;228;0.021;89;0;104;0.007;140;0;196;0.091;189;0;198;0.068;153;0;267;0;223;0.081;90;0.024;88;0.006;152;0.086;120;0.423;236;0.006;259;0.013;117;0;197;0.896;191;0.026;220;0.013;110;0.007;202;0.027;116;0;246;0.046;157;0.02;233;0.02;288;0.156;117;0.013;172;0.145;127;0.233;115;0.246;240;0.073;78;0.118;128;0;216;0.072;229;0.036;84;0.007;284;0.157;112;0;145;0.013;228;0;89;0.201;104;0;140;0.219;196;0;189;0.658;198;0.094;153;0.082;267;0.036;223;0;90;0;88;0;152;0.266;120;0;236;0;259;0.007;117;0.11
199;0.078;199;0;222;0;114;0;204;0;118;0.188;252;0;160;0;241;0.147;292;0.506;121;0;176;0.574;130;0.007;119;0;241;0;86;0;130;0.338;218;0.074;231;0.019;86;0.323;286;0.083;114;0.136;149;0.139;230;0.148;91;0.394;110;0.181;144;0.234;198;0.558;191;0;200;0;155;0.025;269;0.599;227;0.238;94;0.152;96;0.142;156;0.158;122;0.096;242;0;261;0.237;119;0.006;199;0.097;199;0.099;222;0.013;114;0.061;204;0.32;118;0.976;252;0.026;160;0.007;241;0.473;292;0.799;121;0.16;176;0.125;130;0;119;0.148;241;0.087;86;0.086;130;0.007;218;0.382;231;0.043;86;0.089;286;0.164;114;0.007;149;0.046;230;0;91;0.156;110;0;144;0.219;198;0.428;191;0.021;200;0.159;155;0;269;0.179;227;0.007;94;0.439;96;0.092;156;0;122;0.167;242;0.19;261;0.841;119;0.006
201;0.488;201;0;225;0.902;118;0;206;0;120;0;254;0;161;0;245;0.378;296;0.144;125;0.068;180;0.176;133;0;123;0.622;244;0.184;88;0;132;0.058;220;0.074;233;0;88;0.266;288;0.429;116;0.204;153;0.304;232;0.049;93;0.163;112;0;146;0.152;200;0.091;199;0.039;204;0;157;0.025;271;0.171;229;0.019;96;0.055;98;0.358;158;0.322;124;0.167;244;0.12;263;0.167;121;0.045;201;0.006;201;0.053;225;0;118;0.264;206;0.173;120;0.008;254;0.013;161;0.027;245;0.5;296;0.039;125;0.02;180;0.691;133;0.034;123;0.232;244;0.293;88;0.072;132;0.189;220;0.007;233;0.014;88;0.904;288;0.457;116;0;153;0.316;232;0.106;93;0.123;112;0.167;146;0.315;200;0.036;199;0.068;204;0.29;157;0.021;271;0.057;229;0;96;0.27;98;0.888;158;0.188;124;0.447;244;0;263;0.036;121;0.195
211;0.102;203;0;233;0;120;0;208;0.018;122;0.419;256;0;162;0;249;0.16;308;0.05;129;0.216;184;0.115;136;0.035;127;0.045;245;0.063;90;0;134;0.058;222;0.068;235;0.115;90;0.07;290;0.224;118;0.025;157;0.127;234;0.106;95;0.081;122;0.014;148;0.089;202;0.084;201;0.26;206;0.061;159;0.204;273;0.138;231;0.1;98;0.055;100;0.296;160;0.02;126;0;246;0.222;265;0.115;123;0.032;211;0;203;0.204;233;0.006;120;0.122;208;0.033;122;0;256;0.105;162;0.093;249;0;308;0.006;129;0.167;184;0.02;136;0.253;127;0.296;245;0.007;90;0.046;134;0.108;222;0;235;0.057;90;0;290;0.007;118;0.227;157;0.5;234;0.205;95;0.481;122;0.389;148;0.096;202;0.08;201;0.123;206;0;159;0.158;273;0.607;231;0;98;0.142;100;0.007;160;0;126;0.333;246;0.278;265;0;123;0.123
213;0.006;205;0;235;0.018;121;0;210;0.404;124;0.263;258;0;163;0.652;253;0.301;312;0.006;133;0.209;188;0.02;139;0.07;131;0.192;248;0.171;92;0.006;136;0.221;224;0.265;236;0;92;0.215;292;0.179;120;0.012;161;0.089;236;0.176;97;0.206;124;0.361;150;0.437;204;0.019;203;0.169;208;0.236;161;0.148;275;0.013;233;0.131;100;0.543;102;0.167;162;0.329;127;0.058;248;0.443;267;0;125;0.084;213;0;205;0.145;235;0.013;121;0.007;210;0.007;124;0;258;0.164;163;0.133;253;0.007;312;0;133;0.513;188;0.02;139;0.007;131;0.077;248;0.233;92;0;136;0;224;0.421;236;0.386;92;0;292;0;120;0;161;0.053;236;0.47;97;0.006;124;0.035;150;0.144;204;0;203;0;208;0.341;161;0.11;275;0;233;0.725;100;0.081;102;0.013;162;0.383;127;0;248;0.087;267;0.109;125;0.201
215;0.169;207;0;240;0.049;122;0.024;212;0.367;126;0.013;260;0;164;0;257;0.013;0;0;137;0.297;0;0;142;0.063;135;0.058;249;0.019;94;0.013;140;0.052;226;0.037;237;0.058;0;0;294;0.026;122;0.29;163;0.006;238;0.303;99;0.106;126;0.333;152;0.082;206;0.136;205;0.292;210;0.074;163;0.13;277;0.046;235;0.231;104;0.171;104;0.025;164;0.086;128;0.167;250;0;269;0.308;127;0.084;215;0;207;0.158;240;0;122;0.095;212;0.013;126;0;260;0.211;164;0.033;257;0;0;0;137;0.06;0;0;142;0.027;135;0;249;0.067;94;0;140;0;226;0.013;237;0.086;0;0;294;0.214;122;0.38;163;0;238;0.189;99;0.032;126;0.41;152;0;206;0.283;205;0.116;210;0.101;163;0.397;277;0.007;235;0.19;104;0;104;0;164;0.13;128;0.007;250;0.008;269;0;127;0
217;0.042;209;0;241;0.006;123;0.458;214;0.036;128;0.006;262;0.468;165;0.122;0;0;0;0;141;0.088;0;0;145;0.176;0;0;252;0.133;96;0.019;142;0.013;228;0.074;239;0.077;0;0;296;0.026;124;0.167;165;0.063;240;0.169;101;0.05;128;0.083;154;0.006;208;0.013;207;0.169;212;0.345;165;0.247;279;0.033;237;0.056;108;0;106;0.006;168;0;130;0.077;252;0.127;271;0.045;129;0.701;217;0;209;0.072;241;0;123;0.014;214;0.033;128;0;262;0.118;165;0.14;0;0;0;0;141;0.053;0;0;145;0.041;0;0;252;0.053;96;0.105;142;0;228;0.092;239;0.114;0;0;296;0;124;0.26;165;0.02;240;0.008;101;0;128;0;154;0;208;0.007;207;0;212;0.014;165;0.233;279;0.036;237;0.077;108;0.068;106;0;168;0.032;130;0.007;252;0.008;271;0.007;129;0.357
0;0;211;0;243;0;124;0;216;0.006;130;0.1;264;0.344;166;0;0;0;0;0;145;0.115;0;0;148;0.148;0;0;253;0.032;98;0.013;144;0.006;230;0.025;241;0.141;0;0;0;0;126;0.111;169;0.146;242;0.021;0;0;132;0.021;156;0;210;0.006;209;0.039;214;0.054;167;0.204;281;0;239;0.131;0;0;0;0;0;0;132;0.006;254;0.082;273;0.109;131;0.032;0;0;211;0.099;243;0.006;124;0.014;216;0.12;130;0;264;0.105;166;0.04;0;0;0;0;145;0.013;0;0;148;0.007;0;0;253;0.087;98;0.007;144;0.061;230;0;241;0;0;0;0;0;126;0.113;169;0.039;242;0.023;0;0;132;0;156;0.007;210;0.167;209;0.007;214;0;167;0;281;0.007;239;0;0;0;0;0;0;0;132;0.04;254;0.421;273;0;131;0
0;0;213;0;244;0;126;0.464;218;0.096;132;0.006;266;0.091;167;0;0;0;0;0;149;0.007;0;0;151;0.19;0;0;256;0.203;100;0.158;146;0.149;232;0.272;243;0.442;0;0;0;0;128;0.049;173;0.089;244;0.007;0;0;0;0;0;0;0;0;211;0.032;216;0.155;169;0.012;283;0;245;0.013;0;0;0;0;0;0;134;0.006;258;0;275;0.006;133;0.013;0;0;213;0.066;244;0.006;126;0.074;218;0.113;132;0;266;0.059;167;0.047;0;0;0;0;149;0;0;0;151;0.226;0;0;256;0.04;100;0.086;146;0.149;232;0.007;243;0.021;0;0;0;0;128;0;173;0.007;244;0;0;0;0;0;0;0;0;0;211;0.007;216;0;169;0;283;0.071;245;0;0;0;0;0;0;0;134;0;258;0.008;275;0;133;0.006
0;0;215;0;245;0;128;0;220;0.006;138;0;268;0;168;0;0;0;0;0;0;0;0;0;154;0.049;0;0;257;0.019;102;0.082;148;0.058;234;0.037;245;0.09;0;0;0;0;132;0;177;0.038;0;0;0;0;0;0;0;0;0;0;0;0;218;0.007;171;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0.046;245;0.338;128;0.095;220;0.067;138;0.008;268;0.039;168;0.087;0;0;0;0;0;0;0;0;154;0.116;0;0;257;0.007;102;0.138;148;0.02;234;0.007;245;0;0;0;0;0;132;0.013;177;0.007;0;0;0;0;0;0;0;0;0;0;0;0;218;0;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;217;0;246;0.012;130;0;222;0.054;142;0;270;0;169;0.012;0;0;0;0;0;0;0;0;157;0.092;0;0;260;0.095;104;0.209;150;0.026;236;0.056;246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;0.026;246;0.006;130;0.02;222;0.013;142;0.008;270;0.039;169;0.04;0;0;0;0;0;0;0;0;157;0;0;0;260;0.053;104;0.066;150;0.372;236;0;246;0.229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;219;1.000;247;0;132;0;224;0.012;0;0;272;0;170;0;0;0;0;0;0;0;0;0;160;0.169;0;0;264;0.07;106;0.152;152;0.013;240;0.019;247;0.019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;0.007;247;0.006;132;0.081;224;0.04;0;0;272;0.026;170;0.013;0;0;0;0;0;0;0;0;160;0.048;0;0;264;0;106;0.112;152;0.014;240;0;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;250;0;134;0;228;0;0;0;274;0.097;171;0.207;0;0;0;0;0;0;0;0;166;0;0;0;268;0.006;108;0.139;154;0;0;0;249;0.032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0.175;134;0.074;228;0.013;0;0;274;0.013;171;0.033;0;0;0;0;0;0;0;0;166;0.007;0;0;268;0;108;0.118;154;0.027;0;0;249;0.014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;251;0;135;0.054;230;0;0;0;276;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0.07;156;0;0;0;251;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251;0.344;135;0;230;0.007;0;0;276;0.026;172;0.013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;156;0.027;0;0;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;252;0;136;0;232;0;0;0;280;0;173;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0.101;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;0.006;136;0.047;232;0.007;0;0;280;0.007;173;0.033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0.046;158;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;253;0.012;138;0;236;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0.025;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253;0.019;138;0.02;236;0.007;0;0;0;0;177;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;160;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;255;0;140;0;251;0;0;0;0;0;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;0.006;140;0.007;251;0.007;0;0;0;0;178;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;257;0;0;0;0;0;0;0;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;0.039;0;0;0;0;0;0;0;0;179;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;0.033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;0.027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
